source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000488,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/00. Session Overview/The Journey Session Overview Man of Responsibility 2.pdf,Boys,Weekly sessions,internal-source,DUP-25CFCC642B,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000489,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/01. Activity Father & Son/Pole Nest.pdf,Boys,Weekly sessions,internal-source,DUP-B0C1F16F48,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000490,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/02. Theme Video/2. A man accepts responsibility.pdf,Boys,Weekly sessions,internal-source,DUP-6DE613E26E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000491,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000492,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/04. Demonstration & Media/GOD HAS A PLAN FOR YOU.pdf,Boys,Weekly sessions,internal-source,DUP-21CA65A3AC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000493,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/07. Boys Teaching & Homework/Homework 5.pptx,Boys,Weekly sessions,internal-source,DUP-122DCFFFA2,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000494,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/.DS_Store,Boys,Weekly sessions,internal-source,DUP-6631CB0500,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000495,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/00. Session Overview/The Jounrney Session Overview MAN of RESPONSIBILITY 3.pdf,Boys,Weekly sessions,internal-source,DUP-1B0D764F69,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000496,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/01. Activity Father & Son/Human Bridge.pdf,Boys,Weekly sessions,internal-source,DUP-5E2077F3EC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000497,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/02. Theme Video/2. A man accepts responsibility.pdf,Boys,Weekly sessions,internal-source,DUP-6DE613E26E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000498,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000499,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/04. Demonstration & Media/Stewardship.pdf,Boys,Weekly sessions,internal-source,DUP-90470094D7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000500,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/08. Session 6_MAN of RESPONSIBILITY 3/07. Boys Teaching & Homework/Homework 6.pptx,Boys,Weekly sessions,internal-source,DUP-8483758186,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000501,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/.DS_Store,General,Compass Evening,internal-source,DUP-EEDADFB554,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Drive file reference,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000502,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/00. Session Overview/The Journey Activity Compass Challenge Overview.pdf,General,Compass Evening,internal-source,DUP-9D55AE1EB3,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000503,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/01. Activity Father & Son/Compass Challenge.pdf,Boys,Compass Evening,internal-source,DUP-EC023C1688,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000504,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/01. Activity Father & Son/Shooting Challenge.pdf,Boys,Compass Evening,internal-source,DUP-2E3F6E8D7D,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000505,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/2. Program and Checklist/Example Compass Challenge - Activity - Father and Son questions.docx,Boys,Compass Evening,internal-source,DUP-3A87715CF0,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000506,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/2. Program and Checklist/Example Compass Challenge Program.docx,General,Compass Evening,internal-source,DUP-379837B9D3,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000507,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/2. Program and Checklist/Example Whatsapp prep comms to dads.docx,General,Compass Evening,internal-source,DUP-A603C45AB5,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000508,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/09. Compass Challenge/2. Program and Checklist/~$ample Compass Challenge Program.docx,General,Compass Evening,internal-source,DUP-12D23EAC51,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000509,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/.DS_Store,Boys,Weekly sessions,internal-source,DUP-65A50094BB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000510,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/00. Session Overview/The Journey Session Overview Man of Courage 1.pdf,Boys,Weekly sessions,internal-source,DUP-86E01197AB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000511,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/01. Activity Father & Son/The Journey Activity Blindfolded Obstacle Course.pdf,Boys,Weekly sessions,internal-source,DUP-54CDF18056,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000512,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/02. Theme Video/3. A man leads courageoulsly.pdf,Boys,Weekly sessions,internal-source,DUP-1F7479E6DC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000513,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000514,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/04. Demonstration & Media/Death Crawl.pdf,Boys,Weekly sessions,internal-source,DUP-9A4EC8F5CE,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000515,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/10. Session 7_MAN of COURAGE 1/07. Boys Teaching & Homework/Homework 7.pptx,Boys,Weekly sessions,internal-source,DUP-A288894D37,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000516,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/.DS_Store,Boys,Weekly sessions,internal-source,DUP-0082B5912B,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000517,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/00. Session Overview/The Journey Session Overview Man of Courage 2.pdf,Boys,Weekly sessions,internal-source,DUP-48E1DF36EB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000518,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/01. Activity Father & Son/The Journey Activity 3 Legged Soccer.pdf,Boys,Weekly sessions,internal-source,DUP-22EA9ADB1D,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000519,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/02. Theme Video/3. A man leads courageoulsly.pdf,Boys,Weekly sessions,internal-source,DUP-1F7479E6DC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000520,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000521,Journey - Richard/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/04. Demonstration & Media/To Carry your Cross.pdf,Boys,Weekly sessions,internal-source,DUP-050E310C14,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
